"astro-ph/0311002","Luis Anchordoqui","Luis A. Anchordoqui, Haim Goldberg, Francis Halzen, and Thomas J.
  Weiler","Galactic Point Sources of TeV Antineutrinos","matches published version","Phys.Lett.B593:42,2004","10.1016/j.physletb.2004.04.054","NUB-3242-Th-03; MADPH-03-1355","astro-ph hep-ph",,"  High energy cosmic ray experiments have identified an excess from the region
of the Galactic Plane in a limited energy range around $10^{18}$ eV (EeV). This
is very suggestive of neutrons as candidate primaries, because the directional
signal requires relatively-stable neutral primaries, and time-dilated neutrons
can reach Earth from typical Galactic distances when the neutron energy exceeds
an EeV. We here point out that if the Galactic messengers are neutrons, then
those with energies below an EeV will decay in flight, providing a flux of
cosmic antineutrinos above a TeV which is {\it observable} at a kilometer-scale
neutrino observatory. The expected event rate per year above 1 TeV in a
detector such as IceCube, for example, is 20 antineutrino showers (all flavors)
and a $1^\circ$ directional signal of 4 $\bar \nu_\mu$ events. A measurement of
this flux can serve to identify the first extraterrestrial point source of TeV
antineutrinos.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:33:25 GMT""},{""version"":""v2"",""created"":""Mon, 22 Mar 2004 15:30:12 GMT""},{""version"":""v3"",""created"":""Thu, 19 Aug 2004 15:16:35 GMT""}]","2011-05-12"
"physics/0311010","Andrei V. Rode","O. P. Uteza, E. G. Gamaly, A. V. Rode, M. Samoc, B. Luther-Davies","Gallium transformation under femtosecond laser excitation: Phase
  coexistence and incomplete melting","28 pages, including 9 figs. Submitted to Phys. Rev. B 14 March 2003",,"10.1103/PhysRevB.70.054108",,"physics.optics",,"  The reversible phase transition induced by femtosecond laser excitation of
Gallium has been studied by measuring the dielectric function at 775 nm with ~
200 fs temporal resolution. The real and imaginary parts of the transient
dielectric function were calculated from absolute reflectivity of Gallium layer
measured at two different angles of incidence, using Fresnel formulas. The
time-dependent electron-phonon effective collision frequency, the heat
conduction coefficient and the volume fraction of a new phase were restored
directly from the experimental data, and the time and space dependent electron
and lattice temperatures in the layer undergoing phase transition were
reconstructed without ad hoc assumptions. We converted the temporal dependence
of the electron-phonon collision rate into the temperature dependence, and
demonstrated, for the first time, that the electron-phonon collision rate has a
non-linear character. This temperature dependence converges into the known
equilibrium function during the cooling stage. The maximum fraction of a new
phase in the laser-excited Gallium layer reached only 60% even when the
deposited energy was two times the equilibrium enthalpy of melting. We have
also demonstrated that the phase transition pace and a fraction of the
transformed material depended strongly on the thickness of the laser-excited
Gallium layer, which was of the order of several tens of nanometers for the
whole range of the pump laser fluencies up to the damage threshold. The
kinetics of the phase transformation after the laser excitation can be
understood on the basis of the classical theory of the first-order phase
transition while the duration of non-thermal stage appears to be comparable to
the sub-picosecond pulse length.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 01:26:17 GMT""}]","2009-11-10"
"physics/0311011","Ruslan Sharipov","Ruslan Sharipov","Classical Electrodynamics and Theory of Relativity","The manual for students, AmSTeX, 163 pages of A5 format, amsppt style
  version 2.1h, 12 figures in EPS files",,,,"physics.ed-ph physics.gen-ph",,"  This book is a manual for the course of electrodynamics and theory of
relativity. It is recommended primarily for students of mathematical
departments. This defines its style: I use elements of vectorial and tensorial
analysis, differential geometry, and theory of distributions in it.
  Russian version of this book was published in 1997 under the approval by
Methodic Commission of Mathematical Department of Bashkir State University.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 08:37:56 GMT""}]","2007-05-23"
"physics/0311013","Michael Sarrazin","Michael Sarrazin, Jean-Pol Vigneron, Jean-Marie Vigoureux","Role of Wood anomalies in optical properties of thin metallic films with
  a bidimensional array of subwavelength holes","7 pages, 10 figures, 2 tables","Phys. Rev. B 67, 085415 (2003)","10.1103/PhysRevB.67.085415",,"physics.optics cond-mat.mtrl-sci",,"  Recents works deal with the optical transmission on arrays of subwavelength
holes in a metallic layer deposited on a dielectric substrate. Making the
system as realistic as possible, we perform simulations to enlighten the
experimental data. This paper proposes an investigation of the optical
properties related to the transmission of such devices. Numerical simulations
give theoretical results in good agreement with experiment and we observe that
the transmission and reflection behaviour correspond to Fano's profile
correlated with resonant response of the eigen modes coupled with
nonhomogeneous diffraction orders. We thus conclude that the transmission
properties observed could conceivably be explained as resulting from resonant
Wood's anomalies.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 13:50:04 GMT""}]","2009-11-10"
"physics/0311014","Michael Sarrazin","Michael Sarrazin, Jean-Pol Vigneron","Light transmission assisted by Brewster-Zennek modes in chromium films
  carrying a subwavelength hole array","5 pages, 4 figures. Published version","Phys. Rev. B 71, 075404 (2005)","10.1103/PhysRevB.71.075404",,"physics.optics cond-mat.mtrl-sci",,"  This work confirms that not only surface plasmons but many other kinds of
electromagnetic eigenmodes should be considered in explaining the values of the
transmittivity through a slab bearing a two-dimensional periodic corrugation.
Specifically, the role of Brewster-Zennek modes appearing in metallic films
exhibiting regions of weak positive dielectric constant. It is proposed that
these modes play a significant role in the light transmission in a thin
chromium film perforated with normal cylindrical holes, for appropriate lattice
parameters.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 14:02:38 GMT""},{""version"":""v2"",""created"":""Mon, 7 Feb 2005 14:28:40 GMT""}]","2009-11-10"
"physics/0311015","Michael Sarrazin","Michael Sarrazin, Jean-Pol Vigneron","Polarization effects in metallic films perforated with a bidimensional
  array of subwavelength rectangular holes","5 pages, 7 figures. Published version","Optics Commun. 240, 89 (2004)","10.1016/j.optcom.2004.06.021",,"physics.optics cond-mat.other",,"  For several years, periodical arrays of subwavelength cylindrical holes in
thin metallic layers have taken a crucial importance in the context of the
results reported by Ebbesen et al, on particularly attractive optical
transmission experiments. It had been underlined that the zeroth order
transmission pattern does not depend on the polarization of the incident light
at normal incidence. In the present paper, we show that it is not the case for
rectangular holes, by contrast to the case of circular holes. In this context,
we suggest a new kind of polarizer that present the advantages brought by the
original Ebbesen devices. Assuming the recent technological interest for these
kinds of metallic gratings, such a kind of polarizer could lead to new
technological applications.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 14:10:08 GMT""},{""version"":""v2"",""created"":""Mon, 7 Feb 2005 14:58:18 GMT""}]","2009-11-10"
"physics/0311016","Nicola Manini","Alessio Del Monte, Nicola Manini, Luca G. Molinari and Gian Paolo
  Brivio","Low-energy unphysical saddle in polynomial molecular potentials","The preprint version of the published Mol. Phys. paper, 19 pages, 3
  figures","Molecular Physics, Vol.103, n. 5, (2005) 689-696","10.1080/00268970412331332114",,"physics.chem-ph cond-mat","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Vibrational spectra of polyatomic molecules are often obtained from a
polynomial expansion of the adiabatic potential around a minimum. For several
molecules, we show that such an approximation displays an unphysical saddle
point of comparatively small energy, leading to a region where the potential is
negative and unbounded. This poses an upper limit for a reliable evaluation of
vibrational levels. We argue that the presence of such saddle points is
general.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 14:28:13 GMT""},{""version"":""v2"",""created"":""Wed, 10 Mar 2004 12:43:12 GMT""},{""version"":""v3"",""created"":""Mon, 3 Feb 2014 12:13:27 GMT""}]","2014-02-04"
"quant-ph/0311006","Nicolas J. Cerf","Frederic Grosshans and Nicolas J. Cerf","Continuous-variable quantum cryptography is secure against non-gaussian
  attacks","4 pages RevTex, 1 encapsulated Postscript figure","Phys. Rev. Lett. 92, 047905 (2004)","10.1103/PhysRevLett.92.047905",,"quant-ph",,"  A general study of arbitrary finite-size coherent attacks against
continuous-variable quantum cryptographic schemes is presented. It is shown
that, if the size of the blocks that can be coherently attacked by an
eavesdropper is fixed and much smaller than the key size, then the optimal
attack for a given signal-to-noise ratio in the transmission line is an
individual gaussian attack. Consequently, non-gaussian coherent attacks do not
need to be considered in the security analysis of such quantum cryptosystems.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:03:53 GMT""}]","2007-05-23"
"quant-ph/0311007","Anargyros Papageorgiou","A. Papageorgiou","Average case quantum lower bounds for computing the boolean mean","18 pages",,,,"quant-ph",,"  We study the average case approximation of the Boolean mean by quantum
algorithms. We prove general query lower bounds for classes of probability
measures on the set of inputs. We pay special attention to two probabilities,
where we show specific query and error lower bounds and the algorithms that
achieve them. We also study the worst expected error and the average expected
error of quantum algorithms and show the respective query lower bounds. Our
results extend the optimality of the algorithm of Brassard et al.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:14:15 GMT""}]","2007-05-23"
"quant-ph/0311008","Krysta Svore","Alfred V. Aho and Krysta M. Svore","Compiling Quantum Circuits using the Palindrome Transform","17 pages, LaTex",,,,"quant-ph",,"  The design and optimization of quantum circuits is central to quantum
computation. This paper presents new algorithms for compiling arbitrary 2^n x
2^n unitary matrices into efficient circuits of (n-1)-controlled single-qubit
and (n-1)-controlled-NOT gates. We first present a general algebraic
optimization technique, which we call the Palindrome Transform, that can be
used to minimize the number of self-inverting gates in quantum circuits
consisting of concatenations of palindromic subcircuits. For a fixed column
ordering of two-level decomposition, we then give an numerative algorithm for
minimal (n-1)-controlled-NOT circuit construction, which we call the
Palindromic Optimization Algorithm. Our work dramatically reduces the number of
gates generated by the conventional two-level decomposition method for
constructing quantum circuits of (n-1)-controlled single-qubit and
(n-1)-controlled-NOT gates.
","[{""version"":""v1"",""created"":""Mon, 3 Nov 2003 17:20:40 GMT""}]","2007-05-23"
"quant-ph/0311009","Adrian Paul Flitney","Adrian P. Flitney, Derek Abbott and Neil F. Johnson","Quantum random walks with history dependence","8 pages, 6 figures, RevTeX","J. Phys. A 37 (2004) 7581-7591","10.1088/0305-4470/37/30/013",,"quant-ph",,"  We introduce a multi-coin discrete quantum random walk where the amplitude
for a coin flip depends upon previous tosses. Although the corresponding
classical random walk is unbiased, a bias can be introduced into the quantum
walk by varying the history dependence. By mixing the biased random walk with
an unbiased one, the direction of the bias can be reversed leading to a new
quantum version of Parrondo's paradox.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 02:07:04 GMT""}]","2009-11-10"
"quant-ph/0311010","Jiangfeng Du","Jiangfeng Du, Thomas Durt, Ping Zou, L.C. Kwek, C.H. Lai, C.H. Oh,
  Artur Ekert","Experimental demonstration of an efficient quantum phase-covariant
  cloning and its possible applications to simulating eavesdropping in quantum
  cryptography","4 pages, 5 figures",,,,"quant-ph",,"  We describe a nuclear magnetic resonance (NMR) experiment which implements an
efficient one-to-two qubit phase-covariant cloning machine(QPCCM). In the
experiment we have achieved remarkably high fidelities of cloning, 0.848 and
0.844 respectively for the original and the blank qubit. This experimental
value is close to the optimal theoretical value of 0.854. We have also
demonstrated how to use our phase-covariant cloning machine for quantum
simulations of bit by bit eavesdropping in the four-state quantum key
distribution protocol.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 03:03:03 GMT""}]","2007-05-23"
"quant-ph/0311011","Wang Kaige","Kaige Wang","Quantum Theory of Two-Photon Wavepacket Interference in a Beam Splitter","21 pages, 12 figures",,,,"quant-ph",,"  We study a general theory on the interference of a two-photon wavepacket in a
beam splitter. The theory is carried out in the Schr\""{o}dinger picture so that
the quantum nature of the two-photon interference is explicitly presented. We
find that the topological symmetry of the probability-amplitude spectrum of the
two-photon wavepacket dominates the manners of two-photon interference which
are distinguished according to increasing and decreasing the coincidence
probability for the absence of interference. However, two-photon entanglement
can be witnessed by the interference manner. We demonstrate the necessary and
sufficient conditions for the perfect two-photon interference. For a two-photon
entangled state with an anti-symmetric spectrum, it passes a 50/50 beam
splitter with the perfect transparency. The theory contributes an unified
understanding to a variety of the two-photon interference effects.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 10:11:44 GMT""}]","2007-05-23"
"quant-ph/0311012","Nicola Piovella","G.R.M. Robb, N. Piovella, A. Ferraro, R. Bonifacio, Ph.W. Courteille
  and C. Zimmermann","Collective Atomic Recoil Lasing Including Friction and Diffusion Effects","4 pages, 4 figures, submitted to PRA",,"10.1103/PhysRevA.69.041403",,"quant-ph",,"  We extend the Collective Atomic Recoil Lasing (CARL) model including the
effects of friction and diffusion forces acting on the atoms due to the
presence of optical molasses fields. The results from this model are consistent
with those from a recent experiment by Kruse et al. [Phys. Rev. Lett. 91,
183601 (2003)]. In particular, we obtain a threshold condition above which
collective backscattering occurs. Using a nonlinear analysis we show that the
backscattered field and the bunching evolve to a steady-state, in contrast to
the non-stationary behaviour of the standard CARL model. For a proper choice of
the parameters, this steady-state can be superfluorescent.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 11:22:47 GMT""}]","2009-11-10"
"quant-ph/0311013","Partha Mukhopadhyay","Partha Mukhopadhyay","Generalized protocol for distribution and concentration of Quantum
  information","Submitted to Physical Review A",,,,"quant-ph",,"  Alice can distribute a quantum state $|\phi>$ to $N$ spatially separated
parties(say Bobs) by telecloning. It is possible for Charlie to reconstruct the
quantum state to him if he shares same kind of telecloning quantum channel with
Bobs using only LOCC. For N=3 reconstruction can be done faithfully using
Smolin's 4 party unlockable bound entangled state as shared channel. In this
note we investigate, in multiparty setting, the general structure of quantum
channel and protocol by which faithful distribution and concentration of
quantum information can be done.
","[{""version"":""v1"",""created"":""Tue, 4 Nov 2003 11:39:57 GMT""}]","2007-05-23"
