"astro-ph/0309800","Neal Weiner","Rob Fardon, Ann E. Nelson, and Neal Weiner (UW)","Dark Energy from Mass Varying Neutrinos","26 pages, 3 figures, refs added, typos corrected, comment added about
  possible matter effects","JCAP 0410:005,2004","10.1088/1475-7516/2004/10/005","UW/PT 03-22","astro-ph hep-ph hep-th",,"  We show that mass varying neutrinos (MaVaNs) can behave as a negative
pressure fluid which could be the origin of the cosmic acceleration. We derive
a model independent relation between the neutrino mass and the equation of
state parameter of the neutrino dark energy, which is applicable for general
theories of mass varying particles. The neutrino mass depends on the local
neutrino density and the observed neutrino mass can exceed the cosmological
bound on a constant neutrino mass. We discuss microscopic realizations of the
MaVaN acceleration scenario, which involve a sterile neutrino. We consider
naturalness constraints for mass varying particles, and find that both ev
cutoffs and ev mass particles are needed to avoid fine-tuning. These
considerations give a (current) mass of order an eV for the sterile neutrino in
microscopic realizations, which could be detectable at MiniBooNE. Because the
sterile neutrino was much heavier at earlier times, constraints from big bang
nucleosynthesis on additional states are not problematic. We consider regions
of high neutrino density and find that the most likely place today to find
neutrino masses which are significantly different from the neutrino masses in
our solar system is in a supernova. The possibility of different neutrino mass
in different regions of the galaxy and the local group could be significant for
Z-burst models of ultra-high energy cosmic rays. We also consider the cosmology
of and the constraints on the ``acceleron'', the scalar field which is
responsible for the varying neutrino mass, and briefly discuss neutrino density
dependent variations in other constants, such as the fine structure constant.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:40:39 GMT""},{""version"":""v2"",""created"":""Mon, 3 Nov 2003 20:25:51 GMT""}]","2009-11-10"
"physics/0310003","Timo Nieminen","M. E. J. Friese, T. A. Nieminen, N. R. Heckenberg, H.
  Rubinsztein-Dunlop","Optical torque controlled by elliptical polarization","3 pages, 3 figures","Optics Letters 23, 1-3 (1998)","10.1364/OL.23.000001",,"physics.optics",,"  We show theoretically and demonstrate experimentally that highly absorbing
particles can be trapped and manipulated in a single highly focused Gaussian
beam. Our studies of the effects of polarized light on such particles show that
they can be set into rotation by elliptically polarized light and that both the
sense and the speed of their rotation can be smoothly controlled.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 01:43:26 GMT""}]","2009-11-10"
"physics/0310004","G. S. Agarwal","Girish S. Agarwal","Microscopic Origin of Spatial Cherence and Wolf Shifts","6 pages, RevTeX, 8 figures. Festchrift in honour of Prof. E. Wolf",,,,"physics.optics",,"  Wolf discovered how the spatial coherence characteristics of the source
affect the spectrum of the radiation in the far zone. In particular the spatial
coherence of the source can result either in red or blue shifts in the measured
spectrum.His predictions have been verified in a large number of different
classes of systems. Wolf and coworkers usually assume a given form of source
correlations and study its consequence. In this paper we consider microscopic
origin of spatial coherence and radiation from a system of atoms. We discuss
how the radiation is different from that produced from an independent system of
atoms. We show that the process of radiation itself is responsible for the
creation of spatial correlations within the source. We present different
features of the spectrum and other statistical properties of the radiation,
which show strong dependence on the spatial correlations. We show the existence
of a new type of two-photon resonance that arises as a result of such spatial
correlations. We further show how the spatial coherence of the field can be
used in the context of radiation generated by nonlinear optical processes. We
conclude by demonstrating the universality of Wolf shifts and its application
in the context of pulse propagation in a dispersive medium.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 05:56:16 GMT""}]","2007-05-23"
"physics/0310005","Burra Sidharth Gautam","B.G. Sidharth","The Magnetism of Neutron States","4 pages, TeX, Invited Talk at the NATO Advanced Study Institute, 2003
  at KEMER",,,,"physics.gen-ph",,"  The recent measurement by Bignami and co-workers of the magnetic field of a
neutron star for the first time gives a value that differs by about two orders
of magnitude from the expected value. The speculation has been that the nuclear
matter in the neutron stars exhibits some exotic behaviour. In this note we
argue that this exotic behaviour is an anomalous statistics obeyed by the
neutrons, and moreover these considerations lead to a value of the magnetic
field that agrees with the observation. The same considerations also correctly
give the magnetic fields of the earth and Jupiter.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 10:30:45 GMT""}]","2007-05-23"
"physics/0310006","Evgenii A. Kuznetsov","E.A. Kuznetsov, T. Passot and P.L. Sulem","Compressible dynamics of magnetic field lines for incompressible MHD
  flows","13 pages",,"10.1063/1.1669392",,"physics.plasm-ph physics.space-ph",,"  It is demonstrated that the deformation of magnetic field lines in
incompressible magnetohydrodynamic flows results from a compressible mapping.
Appearance of zeroes for the mapping Jacobian correspond to the breaking of
magnetic field lines, associated with local blowup of the magnetic field. The
possibility of such events is found to be unlikely in two dimensions but not in
three dimensions.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 11:13:29 GMT""}]","2009-11-10"
"physics/0310007","Susanne Quabis","R. Dorn, S. Quabis, G. Leuchs","Focusing a radially polarized light beam to a significantly smaller spot
  size","4 pages, 5 figures, accepted for publication in Physical Review
  Letters",,,,"physics.optics",,"  We experimentally demonstrate for the first time that a radially polarized
field can be focussed to a spot size significantly smaller (0.16(1) lambda^2)
than for linear polarization (0.26 lambda^2). The effect of the vector
properties of light is shown by a comparison of the focal intensity
distribution for radially and azimuthally polarized input fields. For strong
focusing a radially polarized field leads to a longitudinal electric field
component at the focus which is sharp and centered at the optical axis. The
relative contribution of this component is enhanced by using an annular
aperture.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 14:44:00 GMT""}]","2007-05-23"
"quant-ph/0309221","Sozzo Sandro","Claudio Garola and Sandro Sozzo","A Semantic Approach to the Completeness Problem in Quantum Mechanics","19 pages. Further revision. Proof of Theorem 3.2.1 simplified,
  Section 3.5 amended, minor changes in several sections. Accepted for
  publication in Foundations of Physics","Foundations of Physics, Vol. 34, No. 8, August 2004 (1249-1266)","10.1023/B:FOOP.0000041291.04835.e9",,"quant-ph",,"  The old Bohr-Einstein debate about the completeness of quantum mechanics (QM)
was held on an ontological ground. The completeness problem becomes more
tractable, however, if it is preliminarily discussed from a semantic viewpoint.
Indeed every physical theory adopts, explicitly or not, a truth theory for its
observative language, in terms of which the notions of semantic objectivity and
semantic completeness of the physical theory can be introduced and inquired. In
particular, standard QM adopts a verificationist theory of truth that implies
its semantic nonobjectivity; moreover, we show in this paper that standard QM
is semantically complete, which matches Bohr's thesis. On the other hand, one
of the authors has provided a Semantic Realism (or SR) interpretation of QM
that adopts a Tarskian theory of truth as correspondence for the observative
language of QM (which was previously mantained to be impossible); according to
this interpretation QM is semantically objective, yet incomplete, which matches
EPR's thesis. Thus, standard QM and the SR interpretation of QM come to
opposite conclusions. These can be reconciled within an integrationist
perspective that interpretes non-Tarskian theories of truth as theories of
metalinguistic concepts different from truth.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 18:18:17 GMT""},{""version"":""v2"",""created"":""Wed, 24 Mar 2004 12:14:37 GMT""},{""version"":""v3"",""created"":""Thu, 22 Apr 2004 11:22:20 GMT""}]","2014-11-13"
"quant-ph/0309222","Nikolai Sinitsyn","V.L. Pokrovsky, N.A. Sinitsyn","Spin transitions in time-dependent regular and random magnetic fields","22 pages, 1 figure","Phys. Rev. B 69, 104414 (2004)","10.1103/PhysRevB.69.104414",,"quant-ph",,"  We study the transition between Zeeman levels of an arbitrary spin placed
into a regular time-dependent field and a random field with the Gaussian
distribution. One component of the regular field changes its sign at some
moment of time, whereas another component does not change substantially. The
noise is assumed to be fast. In this assumption we find analytically the
ensemble average of the spin density matrix and its fluctuations.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 19:58:28 GMT""}]","2009-11-10"
"quant-ph/0310001","Hans Halvorson","Hans Halvorson","Remote preparation of arbitrary ensembles and quantum bit commitment","21 pages, LaTeX. Version 2: Proofs expanded and made more
  self-contained; added an example of a bit commitment protocol with continuous
  ensembles","J.Math.Phys. 45 (2004) 4920-4931","10.1063/1.1812827",,"quant-ph math-ph math.MP math.OA",,"  The Hughston-Jozsa-Wootters theorem shows that any finite ensemble of quantum
states can be prepared ""at a distance"", and it has been used to demonstrate the
insecurity of all bit commitment protocols based on finite quantum systems
without superselection rules. In this paper, we prove a generalized HJW theorem
for arbitrary ensembles of states on a C*-algebra. We then use this result to
demonstrate the insecurity of bit commitment protocols based on infinite
quantum systems, and quantum systems with Abelian superselection rules.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 12:56:57 GMT""},{""version"":""v2"",""created"":""Thu, 18 Mar 2004 22:48:53 GMT""}]","2007-05-23"
"quant-ph/0310002","Olivier Pfister","Sheng Feng and Olivier Pfister","Quantum interference of ultrastable twin optical beams","4 pages, 4 figs, accepted by Phys. Rev. Lett","Phys. Rev. Lett. 92, 203601 (2004)","10.1103/PhysRevLett.92.203601",,"quant-ph",,"  We report the first measurement of the quantum phase-difference noise of an
ultrastable nondegenerate optical parametric oscillator that emits twin beams
classically phase-locked at exact frequency degeneracy. The measurement
illustrates the property of a lossless balanced beam-splitter to convert
number-difference squeezing into phase-difference squeezing and, thus, provides
indirect evidence for Heisenberg-limited interferometry using twin beams. This
experiment is a generalization of the Hong-Ou-Mandel interference effect for
continuous variables and constitutes a milestone towards continuous-variable
entanglement of bright, ultrastable nondegenerate beams.
","[{""version"":""v1"",""created"":""Tue, 30 Sep 2003 21:33:04 GMT""},{""version"":""v2"",""created"":""Fri, 26 Mar 2004 18:31:21 GMT""}]","2009-11-10"
"quant-ph/0310003","Holger F. Hofmann","Holger F. Hofmann and Shigeki Takeuchi","Quantum-state tomography for spin-l systems","10 pages, including 2 tables, minor modifications in section II,
  final version for publication in Phys. Rev. A","Phys. Rev. A 69, 042108 (2004)","10.1103/PhysRevA.69.042108",,"quant-ph",,"  We show that the density matrix of a spin-l system can be described entirely
in terms of the measurement statistics of projective spin measurements along a
minimum of 4l+1 different spin directions. It is thus possible to represent the
complete quantum statistics of any N-level system within the spherically
symmetric three dimensional space defined by the spin vector. An explicit
method for reconstructing the density matrix of a spin-1 system from the
measurement statistics of five non-orthogonal spin directions is presented and
the generalization to spin-l systems is discussed.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 01:03:14 GMT""},{""version"":""v2"",""created"":""Fri, 12 Dec 2003 01:32:56 GMT""},{""version"":""v3"",""created"":""Tue, 10 Feb 2004 02:59:38 GMT""}]","2009-11-10"
"quant-ph/0310004","Boon Leong Lan","Boon Leong Lan","Realistic interpretation of a superposition state does not imply a
  mixture",,"Int. J. Theoretical Physics 47, 2686-2689 (2008)","10.1007/s10773-008-9706-1",,"quant-ph",,"  Contrary to previous claims, it is shown that, for an ensemble of either
single-particle systems or multi-particle systems, the realistic interpretation
of a superposition state that mathematically describes the ensemble does not
imply that the ensemble is a mixture. Therefore it cannot be argued that the
realistic interpretation is wrong on the basis that some predictions derived
from the mixture are different from the corresponding predictions derived from
the superposition state.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 02:49:09 GMT""}]","2008-10-24"
"quant-ph/0310005","Alessio Serafini","A. Serafini, S. De Siena, F. Illuminati and M.G.A. Paris","Minimum decoherence cat-like states in Gaussian noisy channels","10 pages, 2 figures, references added, submitted to J. Opt. B","J.Opt.BQuant.Semiclass.Opt.6:S591,2004","10.1088/1464-4266/6/6/019",,"quant-ph cond-mat hep-th physics.optics",,"  We address the evolution of cat-like states in general Gaussian noisy
channels, by considering superpositions of coherent and squeezed-coherent
states coupled to an arbitrarily squeezed bath. The phase space dynamics is
solved and decoherence is studied keeping track of the purity of the evolving
state. The influence of the choice of the state and channel parameters on
purity is discussed and optimal working regimes that minimize the decoherence
rate are determined. In particular, we show that squeezing the bath to protect
a non squeezed cat state against decoherence is equivalent to orthogonally
squeezing the initial cat state while letting the bath be phase insensitive.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 11:30:12 GMT""},{""version"":""v2"",""created"":""Sat, 25 Oct 2003 18:59:39 GMT""}]","2008-11-26"
"quant-ph/0310006","Jeremie Leonard","J. Leonard, A.P. Mosk, M. Walhout, P. Van Der Straten, M. Leduc, C.
  Cohen-Tannoudji","Analysis of Photoassociation Spectra for Giant Helium Dimers",,"Physical Review A 69 (2004) 032702","10.1103/PhysRevA.69.032702",,"quant-ph",,"  We perform a theoretical analysis to interpret the spectra of purely
long-range helium dimers produced by photoassociation (PA) in an ultra-cold gas
of metastable helium atoms. The experimental spectrum obtained with the PA
laser tuned closed to the $2^3S_1\leftrightarrow 2^3P_0$ atomic line has been
reported in a previous Letter. Here, we first focus on the corrections to be
applied to the measured resonance frequencies in order to infer the molecular
binding energies. We then present a calculation of the vibrational spectra for
the purely long-range molecular states, using adiabatic potentials obtained
from perturbation theory. With retardation effects taken into account, the
agreement between experimental and theoretical determinations of the spectrum
for the $0_u^+$ purely long-range potential well is very good. The results
yield a determination of the lifetime of the $2^3P$ atomic state.
","[{""version"":""v1"",""created"":""Wed, 1 Oct 2003 12:36:50 GMT""}]","2009-11-10"
